,maoyanID,name,rating,box,box_day,box_week,release_date,IMAX,reg_美国,reg_中国大陆,reg_日本,reg_印度,reg_中国港澳台,week_want,online_days,weibo_topic,gen_爱情,gen_剧情,gen_奇幻,gen_传记,gen_家庭,gen_悬疑,gen_恐怖,gen_犯罪,gen_科幻,gen_灾难,gen_历史,gen_冒险,gen_动画,gen_运动,gen_动作,gen_古装,gen_战争,gen_喜剧,gen_音乐,gen_纪录片,gen_惊悚,spring,labor,summer,national
1082,1200610,窦娥奇冤,7.7,4470000.0,1381000.0,2940000.0,2017-04-21 00:00:00,False,False,True,False,False,False,1289.0,19.0,1639999.9999999998,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1083,1189812,识色，幸也,7.7,494000.0,148000.0,337000.0,2017-11-03 00:00:00,False,False,True,False,False,False,1153.0,7.0,430000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1086,341375,悟空传,7.6,696000000.0,107000000.0,401000000.0,2017-07-13 00:00:00,True,False,True,False,False,False,66733.0,31.0,54470000.00000001,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1087,344183,奇门遁甲,7.6,299000000.0,26735000.0,210000000.0,2017-12-14 00:00:00,True,False,True,False,False,True,27272.0,34.0,9470000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1088,1190680,推理笔记,7.6,10227000.0,3559000.0,7916000.0,2017-11-24 00:00:00,False,False,True,False,False,False,5143.0,15.0,1140000.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1089,1197452,麻烦家族,7.6,32327000.0,8452000.0,27094000.0,2017-05-11 00:00:00,False,False,True,False,False,False,16573.0,16.0,13900000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1090,338393,当怪物来敲门,7.6,14552000.0,2570000.0,10865000.0,2017-05-19 00:00:00,False,True,False,False,False,False,8652.0,15.0,3170000.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1091,345658,游戏规则,7.6,102000000.0,4719000.0,16521000.0,2017-02-10 00:00:00,False,False,True,False,False,False,2407.0,43.0,9610000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1092,341565,我不做大哥好多年,7.6,7703000.0,2449000.0,5330000.0,2017-06-23 00:00:00,False,False,False,False,False,True,4916.0,14.0,1130000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1096,248645,变形金刚5：最后的骑士,7.5,1551000000.0,289000000.0,871000000.0000001,2017-06-23 00:00:00,True,True,False,False,False,False,151256.0,32.0,11990000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1097,345862,妖猫传,7.5,530000000.0,74258000.0,243000000.00000003,2017-12-22 00:00:00,True,False,True,True,False,False,38104.0,39.0,77860000.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1098,342173,明月几时有,7.5,63417000.0,19230000.0,33657000.0,2017-07-01 00:00:00,False,False,True,False,False,True,15109.0,25.0,35230000.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1099,338499,超凡战队,7.5,30053000.0,9630000.0,24548000.0,2017-05-12 00:00:00,False,True,False,False,False,True,12522.0,16.0,21540000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1100,1196168,绝世高手,7.5,101000000.0,23353000.0,61674000.0,2017-07-07 00:00:00,False,False,True,False,False,False,16227.0,27.0,7490000.000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1101,1132987,疯岳撬佳人,7.5,63701000.0,33802000.0,55436000.0,2017-02-14 00:00:00,False,False,True,False,False,False,5916.0,28.0,19250000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1102,1205281,异兽来袭,7.5,10110000.0,345000.0,2054000.0,2017-06-09 00:00:00,False,False,True,False,False,False,1729.0,14.0,3390000.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1107,248935,大闹天竺,7.4,756000000.0,187000000.0,311000000.0,2017-01-28 00:00:00,False,False,True,False,False,False,55052.0,46.0,11210000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
1108,78608,刺客信条,7.4,160000000.0,40230000.0,118000000.0,2017-02-24 00:00:00,True,True,False,False,False,True,15064.0,29.0,15960000.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1109,1207172,情遇曼哈顿,7.4,13554000.0,4979000.0,10240000.0,2017-10-13 00:00:00,False,False,True,False,False,False,7980.0,29.0,4430000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1110,246360,“吃吃”的爱,7.4,27503000.0,8185000.0,14493000.0,2017-05-27 00:00:00,False,False,True,False,False,True,8904.0,20.0,5190000.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1111,346102,借眼,7.4,4732000.0,1272000.0,2718000.0,2017-06-16 00:00:00,False,False,True,False,False,False,3779.0,20.0,1610000.0000000002,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1112,1199242,垫底联盟,7.4,4302000.0,2261000.0,4207000.0,2017-11-28 00:00:00,False,False,True,False,False,False,2499.0,10.0,1739999.9999999998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1117,247784,银翼杀手2049,7.3,76958000.0,16076000.0,50681000.0,2017-10-27 00:00:00,True,True,False,False,False,False,15929.0,27.0,3651.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1118,1200664,常在你左右,7.3,46879000.0,10227000.0,29659000.0,2017-10-27 00:00:00,False,False,True,False,False,True,12808.0,27.0,2370000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1120,443356,钟馗传奇之岁寒三友,7.3,421000.0,155000.0,266000.0,2017-12-02 00:00:00,False,False,True,False,False,False,1146.0,7.0,511.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1121,367991,猪太狼的夏天,7.3,326000.0,97000.0,199000.0,2017-11-10 00:00:00,False,False,True,False,False,False,1084.0,7.0,1720000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1129,344032,东北往事之破马张飞,7.2,105000000.0,26386000.0,58817000.0,2017-02-03 00:00:00,False,False,True,False,False,False,11500.0,30.0,200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1130,368034,兄弟，别闹！,7.2,12102000.0,4132000.0,8990000.0,2017-11-10 00:00:00,False,False,True,False,False,False,5505.0,15.0,3420000.0000000005,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1131,346511,暴雪将至,7.2,27171000.0,7308000.0,19980000.0,2017-11-17 00:00:00,False,False,True,False,False,False,10943.0,22.0,1330000.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1132,344742,完美有多美,7.2,25017000.0,2965000.0,6082000.0,2017-02-17 00:00:00,False,False,True,False,False,False,1430.0,22.0,6040000.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1133,1204608,时间去哪儿了,7.2,8542000.0,493000.0,3976000.0,2017-10-19 00:00:00,False,False,False,False,False,False,1634.0,11.0,8270000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1135,672212,爱情冻住了,7.2,527000.0,172000.0,359000.0,2017-04-14 00:00:00,False,False,False,False,False,True,1190.0,14.0,1980000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1144,249895,新木乃伊,7.1,625000000.0,120000000.0,359000000.0,2017-06-09 00:00:00,True,True,False,False,False,False,65749.0,31.0,1650000.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1145,930966,鲨海,7.1,38718000.0,10928000.0,27391000.0,2017-12-08 00:00:00,False,True,False,False,False,False,15149.0,22.0,350000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1146,344751,一万公里的约定,7.1,3747000.0,1198000.0,2662000.0,2017-01-06 00:00:00,False,False,False,False,False,True,2496.0,20.0,3340000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1152,246019,降魔传,7.0,91762000.0,20595000.0,57391000.0,2017-11-17 00:00:00,False,False,True,False,False,True,19687.0,32.0,5340000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1153,672091,怨灵2,7.0,11493000.0,1759000.0,6059000.0,2017-10-12 00:00:00,False,False,True,False,False,False,6267.0,36.0,1480000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1154,1194409,因为爱情,7.0,2255000.0,503000.0,1860000.0,2017-10-27 00:00:00,False,False,True,False,False,False,2958.0,14.0,3760000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1155,438338,维京:王者之战,7.0,14118000.0,5127000.0,11609000.0,2017-12-01 00:00:00,False,False,False,False,False,False,5107.0,15.0,1340000.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1163,78888,异形：契约,6.9,311000000.0,69994000.0,199000000.0,2017-06-16 00:00:00,True,True,False,False,False,False,28834.0,33.0,4140000.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1165,345877,极致追击,6.9,17615000.0,6264000.0,10070000.0,2017-09-30 00:00:00,False,False,True,False,False,False,4825.0,27.0,22700000.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1166,345668,健忘村,6.9,16018000.0,1577000.0,7906000.0,2017-01-27 00:00:00,False,False,True,False,False,True,1981.0,20.0,3830000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1167,336851,仙球大战,6.9,9817000.0,3804000.0,7025000.0,2017-06-30 00:00:00,False,False,True,False,False,False,4979.0,14.0,600000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1168,1136560,蜜月计划,6.9,563000.0,128000.0,322000.0,2017-09-08 00:00:00,False,False,True,False,False,False,1127.0,10.0,4140000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1176,1200984,妖铃铃,6.8,363000000.0,90747000.0,251000000.0,2017-12-29 00:00:00,False,False,True,False,False,True,43039.0,31.0,10820000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1177,1201630,抢红,6.8,16254000.0,5816000.0,13210000.0,2017-05-19 00:00:00,False,False,True,False,False,False,4645.0,14.0,6130000.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
